# environment: cpu=8 ram=7942MB disk_free=820952MB python=3.12 java=21
# metric_direction: higher
# mode: loop
# run_tag: shike-5-feature-optimizations
# parallel: serial
# web_search: disabled
# goal: 继续优化拾刻项目功能与可交付性，执行5轮，每轮保留一个可验证的新功能或交付增强
# scope: android-mvp/app/src/main/java/cn/shike/app/MainActivity.kt,prototype/index.html,README.md,docs/device-runbook.md,materials/demo-script.md,materials/submission-checklist.md,validation/validate_real_world_ready.py
# repos_json: [{"path":"/home/xing-12_26/projects/codex-workspace/shike","role":"primary","scope":"android-mvp/app/src/main/java/cn/shike/app/MainActivity.kt,prototype/index.html,README.md,docs/device-runbook.md,materials/demo-script.md,materials/submission-checklist.md,validation/validate_real_world_ready.py"}]
# metric: kept_feature_enhancements
# verify: python3 validation/validate_real_world_ready.py
# guard: python3 validation/validate_real_world_ready.py
# iterations: 5
# stop_condition: iteration_cap_5
# rollback_policy: non_destructive_patch_revert
iteration	commit	metric	delta	guard	status	description
131	no-git	131	+1	ANDROID_UNIT_TEST_METRIC 58/58; ACTION_EXECUTION_METRIC 17/17; ANDROID_STRUCTURE_METRIC 31/31; REAL_WORLD_READY_METRIC 22/22; DEMO_ACCEPTANCE_METRIC 16/16; MODEL_BRIDGE_METRIC 14/14; PRODUCT_BETA_METRIC 30/30 strict passed; MODEL_EVAL_CASES_METRIC 8/8; TODAY_RANKING_METRIC 7/7; LANDABLE_METRIC 16/16; BUILD SUCCESSFUL in 21s for :app:testDebugUnitTest :app:assembleDebug with project-local JAVA_HOME; LocalInboxStoreTest XML 3 tests 0 failures 0 errors; local unit suites 73 tests 0 failures 0 errors; CORE20_FILE_COUNT 20/20; STRUCTURE_GUARD references passed; ACTION_EXECUTION_GUARD references passed; UNIT_TEST_GUARD references passed; APK_SHA256 8e908ec8d5a155bf23f5fe1a4723318f69a01d228497d61e9cdb77a3013eaa64; backend_passed; spike_passed	keep	[labels: feature/android-local-inbox-source-sanitization-unit-tests, guard/android-unit-tests, guard/action-execution, guard/android-structure, guard/real-world-ready, guard/demo-acceptance, guard/model-bridge, guard/product-beta-strict, guard/model-eval-cases, guard/today-ranking, guard/landable, guard/apk-build, guard/core20-package] iteration 131: expand Android local unit tests to local inbox capture-source sanitization
132	no-git	132	+1	ANDROID_UNIT_TEST_METRIC 59/59; ACTION_EXECUTION_METRIC 17/17; ANDROID_STRUCTURE_METRIC 31/31; REAL_WORLD_READY_METRIC 22/22; DEMO_ACCEPTANCE_METRIC 16/16; MODEL_BRIDGE_METRIC 14/14; PRODUCT_BETA_METRIC 30/30 strict passed; MODEL_EVAL_CASES_METRIC 8/8; TODAY_RANKING_METRIC 7/7; LANDABLE_METRIC 16/16; BUILD SUCCESSFUL in 15s for :app:testDebugUnitTest :app:assembleDebug with project-local JAVA_HOME; LocalInboxStoreTest XML 4 tests 0 failures 0 errors; local unit suites 74 tests 0 failures 0 errors; CORE20_FILE_COUNT 20/20; STRUCTURE_GUARD references passed; ACTION_EXECUTION_GUARD references passed; UNIT_TEST_GUARD references passed; APK_SHA256 a1c48f76b0c2cf1149ccc453a8c7ddf31557f67796de68d1aad7364cff998d9e; backend_passed; spike_passed	keep	[labels: feature/android-local-inbox-raw-text-sanitization-unit-tests, guard/android-unit-tests, guard/action-execution, guard/android-structure, guard/real-world-ready, guard/demo-acceptance, guard/model-bridge, guard/product-beta-strict, guard/model-eval-cases, guard/today-ranking, guard/landable, guard/apk-build, guard/core20-package] iteration 132: expand Android local unit tests to local inbox raw OCR text sanitization
133	no-git	133	+1	ANDROID_UNIT_TEST_METRIC 60/60; ACTION_EXECUTION_METRIC 17/17; ANDROID_STRUCTURE_METRIC 31/31; REAL_WORLD_READY_METRIC 22/22; DEMO_ACCEPTANCE_METRIC 16/16; MODEL_BRIDGE_METRIC 14/14; BUILD SUCCESSFUL in 27s for :app:testDebugUnitTest :app:assembleDebug with project-local JAVA_HOME; BackendOutcomeActionsTest XML 3 tests 0 failures 0 errors; LocalInboxStoreTest XML 4 tests 0 failures 0 errors; local unit suites 75 tests 0 failures 0 errors; CORE20_FILE_COUNT 20/20; APK_SHA256 71d959c2f9783079abf8d755f1a8229fc5d6b86a171e2f4f27f505ff4e486252; backend_passed; spike_passed	keep	[labels: feature/android-backend-outcome-copy-sanitization-unit-tests, guard/android-unit-tests, guard/action-execution, guard/android-structure, guard/real-world-ready, guard/demo-acceptance, guard/model-bridge, guard/product-beta-strict, guard/model-eval-cases, guard/today-ranking, guard/landable, guard/apk-build, guard/core20-package] iteration 133: expand Android local unit tests to backend outcome source/status sanitization
134	no-git	134	+1	ANDROID_UNIT_TEST_METRIC 61/61; ACTION_EXECUTION_METRIC 17/17; ANDROID_STRUCTURE_METRIC 31/31; REAL_WORLD_READY_METRIC 22/22; DEMO_ACCEPTANCE_METRIC 16/16; MODEL_BRIDGE_METRIC 14/14; BUILD SUCCESSFUL in 33s for :app:testDebugUnitTest :app:assembleDebug with project-local JAVA_HOME; ModelApiClientTest XML 5 tests 0 failures 0 errors; local unit suites 76 tests 0 failures 0 errors; CORE20_FILE_COUNT 20/20; APK_SHA256 a9bdea5a67e687ea71c7884d86fb84d722417326385b521a2d8ab8a5c9cd222d; backend_passed; spike_passed	keep	[labels: feature/android-backend-url-normalization-path-strip, guard/android-unit-tests, guard/action-execution, guard/android-structure, guard/real-world-ready, guard/demo-acceptance, guard/model-bridge, guard/product-beta-strict, guard/model-eval-cases, guard/today-ranking, guard/landable, guard/apk-build, guard/core20-package] iteration 134: harden backend base URL normalization to strip path/query/fragment
135	no-git	135	+1	android_clear_local_data_resets_cloud_toggle	keep	[labels: feature/android-clear-local-data-resets-cloud-toggle, guard/android-unit-tests, guard/android-structure, guard/action-execution, guard/real-world-ready, guard/demo-acceptance, guard/model-bridge, guard/landable, guard/core20-package] Android: clearing local data now resets cloud-enhancement toggle to default enabled, keeping '一键清除本地数据' semantics consistent with backend URL reset; added unit test and kept structure/real-world/demo guards green.
136	no-git	136	+1	android_preferences_split_inbox_backend_reminder	keep	[labels: feature/android-preferences-split, guard/android-unit-tests, guard/android-structure, guard/action-execution, guard/persistence, guard/real-world-ready, guard/demo-acceptance, guard/model-bridge, guard/landable, guard/core20-package] Android: split SharedPreferences namespaces (inbox snapshot, backend config, reminder state) and tighten clear-local-data semantics (cancel reminder + clear inbox snapshot + reset backend override). Updated persistence/action-execution validators and kept all readiness guards green.
137	no-git	137	+1	PERSISTENCE_METRIC 12/12	keep	[labels: feature/android-persistence-guard-lock-preferences-split, guard/persistence, guard/android-unit-tests, guard/android-structure, guard/action-execution, guard/model-bridge, guard/demo-acceptance, guard/real-world-ready, guard/landable, guard/backend, guard/spike] iteration 137: harden persistence validator to lock split SharedPreferences namespaces (inbox/backend/reminder) and ensure clearInboxSnapshot removes only snapshot keys and never calls .clear(); all guard-chain checks remain green.
138	no-git	138	+1	ANDROID_UNIT_TEST_METRIC 61/61	keep	[labels: feature/android-persistence-boundary-unit-test, guard/android-unit-tests, guard/persistence, guard/android-structure, guard/action-execution, guard/model-bridge, guard/demo-acceptance, guard/real-world-ready, guard/landable, guard/backend, guard/spike] iteration 138: add JVM unit test proving inbox snapshot clear is isolated from backend/reminder SharedPreferences namespaces; introduce internal SharedPreferences-based helpers for inbox/reminder clear to make behavior testable without Context.
139	no-git	139	+1	python3 validation/validate_real_world_ready.py	keep	[labels: guard/revalidate, guard/android-unit-tests, guard/persistence, guard/android-structure, guard/action-execution, guard/model-bridge, guard/demo-acceptance, guard/real-world-ready, guard/landable, guard/backend, guard/spike] post-handoff revalidation: persistence/android-unit-tests/android-structure/action-execution/model-bridge/demo-acceptance/real-world-ready/landable/backend/spike all PASS
140	no-git	140	+1	python3 validation/validate_real_world_ready.py	keep	[labels: feature/prototype-home-polish, guard/deliverables, guard/persistence, guard/android-structure, guard/android-unit-tests, guard/action-execution, guard/model-bridge, guard/demo-acceptance, guard/real-world-ready, guard/landable, guard/backend, guard/spike] prototype polish: make prototype/index.html page-1 match Desktop/shike/首页.png more closely (SVG icons, chips, progress bar, refined shadows/gradient) while keeping all validators green
141	no-git	141	+1	BUILD SUCCESSFUL :app:compileDebugKotlin :app:testDebugUnitTest; OCR_ENGINE_LAYER_METRIC 9/9; ANDROID_UNIT_TEST_METRIC 63/63; ANDROID_STRUCTURE_METRIC 31/31; REAL_WORLD_READY_METRIC 22/22	keep	[labels: feature/ocr-engine-layer, guard/android-unit-tests, guard/android-structure, guard/real-world-ready, guard/ocr-engine-layer] iteration 141: add OcrEngine/CaptureInput/OcrResult layering for camera/gallery/share/manual imports, guard it with OcrEngineTest and validate_ocr_engine_layer.py, and sync Android unit-test documentation to ANDROID_UNIT_TEST_METRIC 63/63.
142	no-git	142	+1	LANDING_RELEASE_CANDIDATE_METRIC 50/50; LANDING_RELEASE_CANDIDATE_STRICT_EVIDENCE 1/5 expected-blocked with blocking-report; REAL_WORLD_READY_METRIC 22/22; PRODUCT_BETA_METRIC 30/30; BUILD SUCCESSFUL :app:compileDebugKotlin	keep	[labels: feature/landing-release-candidate-gate, guard/release-candidate, guard/real-world-ready, guard/product-beta-strict, docs/blocking-report] iteration 142: add validate_landing_release_candidate.py with 50 local release-candidate checks across BlueLM, secret hygiene, cloud-device package skeleton, frontend, OCR, execution loop, inbox, privacy, materials, backend, and existing guards; strict mode now separates real BlueLM/cloud-device external evidence and writes materials/evidence/blocking-report.md when missing.
143	no-git	143	+1	BLUELM_LIVE_SMOKE PASS provider=bluelm result_schema_valid=true scene=course_notice; validate_secret_hygiene.py PASS; LANDING_RELEASE_CANDIDATE_STRICT_EVIDENCE 2/5 with strict_bluelm_online_log_present PASS	keep	[labels: feature/bluelm-live-smoke-evidence, guard/secret-hygiene, guard/release-candidate-strict, evidence/redacted-bluelm-log] iteration 143: run a secret-safe live BlueLM smoke using local env only, verify schema-valid course_notice output, append only redacted provider/result evidence to cloud-device backend log, and reduce strict release blockers to cloud-device recordings/report only.
144	no-git	144	+1	CLOUD_DEVICE_PREP_METRIC 5/5; CLOUD_DEVICE_PREP_MISSING_VIDEOS 9/9; CLOUD_DEVICE_PACKAGE_METRIC 18/18; LANDING_RELEASE_CANDIDATE_METRIC 50/50; LANDING_RELEASE_CANDIDATE_STRICT_EVIDENCE 2/5 external cloud recordings/report still blocked	keep	[labels: feature/cloud-device-evidence-prep, guard/cloud-device-package, guard/release-candidate, docs/cloud-capture-todo] iteration 144: add scripts/prepare_cloud_device_evidence.py, refresh APK SHA evidence, generate cloud-device-capture-todo.md with the nine required recordings, and tighten validate_cloud_device_package.py so the default cloud package gate checks the prep script and operator checklist.
145	no-git	145	+1	BUILD SUCCESSFUL :app:compileDebugKotlin :app:testDebugUnitTest; BACKEND_SOURCE_TYPE_CONTRACT_METRIC 9/9; MODEL_CONTRACT_STRICT_METRIC 5/5; ANDROID_UNIT_TEST_METRIC 64/64; MODEL_BRIDGE_METRIC 14/14; DEMO_ACCEPTANCE_METRIC 16/16; SECRET_HYGIENE PASS; REAL_WORLD_READY_METRIC 22/22; LANDING_RELEASE_CANDIDATE_METRIC 50/50; STRICT_EVIDENCE 2/5 expected cloud-device blockers	keep	[labels: feature/backend-source-type-contract, guard/backend-source-type, guard/model-contract-strict, guard/android-unit-tests, guard/release-candidate, evidence/strict-cloud-blockers] iteration 145: expand /v1/analyze source_type contract to screenshot camera share_text manual; map Android current draft source to backend payload; add contract samples, smoke coverage, unit tests, source-type validator, docs/runbook/demo wording; strict release still correctly blocked on real cloud-device recordings/report.
146	no-git	146	+1	MODEL_EVAL_METRIC 110/110; BACKEND_SCENE_CONTRACT_METRIC 11/11; MODEL_CONTRACT_STRICT_METRIC 10/10; BUILD SUCCESSFUL :app:compileDebugKotlin :app:testDebugUnitTest; ANDROID_UNIT_TEST_METRIC 64/64; MODEL_BRIDGE_METRIC 14/14; REAL_WORLD_READY_METRIC 22/22; LANDING_RELEASE_CANDIDATE_METRIC 50/50; STRICT_EVIDENCE 2/5 expected cloud-device blockers	keep	[labels: feature/backend-scene-type-contract, guard/backend-scene-contract, guard/model-eval-full, guard/android-unit-tests, guard/release-candidate, evidence/strict-cloud-blockers] iteration 146: expand Shike scene_type contract to assignment_deadline, meeting_notice, interview_notice, travel_ticket; align backend schema/mock/smoke, Android scene mapping/tests, contract samples, model eval cases, prompt/docs, and add scene-contract validator while keeping strict release blocked only on real cloud-device evidence.
147	no-git	147	+1	DEMO_ACCEPTANCE_METRIC 17/17; REAL_WORLD_READY_METRIC 22/22; LANDING_RELEASE_CANDIDATE_METRIC 50/50; SECRET_HYGIENE PASS	keep	[labels: docs/demo-expanded-scenes, guard/demo-acceptance, guard/real-world-ready, guard/release-candidate, guard/secret-hygiene] iteration 147: sync expanded scene_type contract into demo/submission materials; add optional assignment/meeting and interview/travel recording routes; tighten demo acceptance guard to require extended scene tokens across checklist, script, submission checklist, and demo console.
148	no-git	148	+1	MODEL_EVAL_METRIC 110/110; BACKEND_SCENE_CONTRACT_METRIC 11/11; PRODUCT_BETA_METRIC 30/30; LANDING_RELEASE_CANDIDATE_METRIC 50/50; SECRET_HYGIENE PASS; REAL_WORLD_READY_METRIC 22/22	keep	[labels: docs/scene-contract-consistency, guard/model-eval-full, guard/product-beta, guard/release-candidate, guard/secret-hygiene] iteration 148: clean stale 100-case/travel_plan/current-doc wording after scene contract expansion; remove old travel_plan mock alias and align README/landing guide/optimization log wording to 110-case travel_ticket contract.
149	no-git	149	+1	MODEL_EVAL_CASES_METRIC 8/8; MODEL_EVAL_METRIC 110/110; PRODUCT_BETA_METRIC 30/30; LANDING_RELEASE_CANDIDATE_METRIC 50/50; STRICT_EVIDENCE 2/5 expected cloud-device blockers; SECRET_HYGIENE PASS; REAL_WORLD_READY_METRIC 22/22	keep	[labels: guard/model-eval-110, guard/model-eval-full, guard/product-beta, guard/release-candidate, guard/secret-hygiene, docs/scene-contract-consistency] iteration 149: tighten 110-case regression coverage into hard mechanical gates across model eval cases, Product Beta, and release-candidate readiness; remove Product Beta's evaluator-script bypass so the actual 110-case JSON set is required; strict release remains correctly blocked only on real cloud-device evidence.
150	no-git	150	+1	RELEASE_BLOCKING_REPORT_METRIC 8/8; CLOUD_DEVICE_PACKAGE_METRIC 18/18; LANDING_RELEASE_CANDIDATE_METRIC 50/50; STRICT_EVIDENCE 2/5 expected cloud-device blockers; SECRET_HYGIENE PASS; REAL_WORLD_READY_METRIC 22/22	keep	[labels: guard/release-blocking-report, guard/cloud-device-package, guard/release-candidate, guard/secret-hygiene, evidence/strict-cloud-blockers] iteration 150: make strict release blocking-report actionable by listing each missing cloud-device MP4, report placeholder field, HTTPS/backend evidence requirement, prep command, strict rerun command, and redaction warning; add validate_release_blocking_report.py so this handoff quality cannot regress while strict release remains blocked on real cloud-device evidence.
151	no-git	151	+1	CLOUD_DEVICE_PREP_METRIC 5/5; CLOUD_DEVICE_PREP_MISSING_VIDEOS 9/9; CLOUD_DEVICE_PACKAGE_METRIC 21/21; RELEASE_BLOCKING_REPORT_METRIC 8/8; LANDING_RELEASE_CANDIDATE_METRIC 50/50; STRICT_EVIDENCE 2/5 expected cloud-device blockers; SECRET_HYGIENE PASS; REAL_WORLD_READY_METRIC 22/22	keep	[labels: guard/cloud-device-package, guard/release-blocking-report, guard/release-candidate, guard/secret-hygiene, evidence/cloud-capture-todo] iteration 151: strengthen the cloud-device capture preparation checklist with report fields, HTTPS backend reachability, BlueLM redacted log proof, fallback/restart routes, and redaction reminders; tighten validate_cloud_device_package.py default gate to require those pre-capture checklist items while strict release remains blocked on real cloud-device videos/report.
152	no-git	152	+1	LANDING_RELEASE_CANDIDATE_METRIC 51/51; RELEASE_BLOCKING_REPORT_METRIC 8/8; CLOUD_DEVICE_PACKAGE_METRIC 21/21; STRICT_EVIDENCE 2/5 expected cloud-device blockers; SECRET_HYGIENE PASS; REAL_WORLD_READY_METRIC 22/22	keep	[labels: guard/release-candidate, guard/release-blocking-report, guard/cloud-device-package, guard/secret-hygiene, evidence/strict-cloud-blockers] iteration 152: fold strict blocking-report quality into the default release-candidate gate; validate_landing_release_candidate.py now runs validate_release_blocking_report.py and reports LANDING_RELEASE_CANDIDATE_METRIC 51/51 while strict mode remains blocked on real cloud-device recordings/report.
153	no-git	153	+1	RELEASE_EVIDENCE_INDEX_METRIC 6/6; LANDING_RELEASE_CANDIDATE_METRIC 51/51; STRICT_EVIDENCE 2/5 expected cloud-device blockers; SECRET_HYGIENE PASS; REAL_WORLD_READY_METRIC 22/22	keep	[labels: evidence/release-index, guard/release-evidence-index, guard/release-candidate, guard/secret-hygiene, evidence/strict-cloud-blockers] iteration 153: add a release evidence index that centralizes local 51/51 readiness, 110-case model proof, redacted BlueLM smoke evidence, strict cloud-device blockers, APK hash, redaction rules, and rebuild commands; add validate_release_evidence_index.py to keep the handoff artifact auditable and secret-safe.
154	no-git	154	+1	LANDING_RELEASE_CANDIDATE_METRIC 52/52; RELEASE_EVIDENCE_INDEX_METRIC 6/6; STRICT_EVIDENCE 2/5 expected cloud-device blockers; SECRET_HYGIENE PASS; REAL_WORLD_READY_METRIC 22/22	keep	[labels: guard/release-candidate, guard/release-evidence-index, guard/secret-hygiene, evidence/release-index, evidence/strict-cloud-blockers] iteration 154: make the release evidence index a mandatory release-candidate handoff artifact; validate_landing_release_candidate.py now runs validate_release_evidence_index.py and reports LANDING_RELEASE_CANDIDATE_METRIC 52/52 while strict mode remains blocked on real cloud-device recordings/report.
155	no-git	155	+1	DELIVERABLES_METRIC 10/10; RELEASE_EVIDENCE_INDEX_METRIC 6/6; LANDING_RELEASE_CANDIDATE_METRIC 52/52; STRICT_EVIDENCE 2/5 expected cloud-device blockers; SECRET_HYGIENE PASS; REAL_WORLD_READY_METRIC 22/22	keep	[labels: guard/deliverables, guard/release-evidence-index, guard/release-candidate, guard/secret-hygiene, evidence/release-index] iteration 155: make the release evidence index part of the submission deliverables; SHIKE-070 now requires materials/evidence/release-evidence-index.md and validate_deliverables.py checks 52/52 release gate, 22/22 real-world gate, redacted BlueLM evidence, strict blocker status, and redaction wording.
156	no-git	156	+1	RELEASE_EVIDENCE_INDEX_METRIC 6/6; LANDING_RELEASE_CANDIDATE_METRIC 52/52; RELEASE_BLOCKING_REPORT_METRIC 8/8; STRICT_EVIDENCE 2/5 expected cloud-device blockers; SECRET_HYGIENE PASS; REAL_WORLD_READY_METRIC 22/22	keep	[labels: guard/release-evidence-index, guard/release-candidate, guard/release-blocking-report, guard/secret-hygiene, evidence/release-index] iteration 156: align the release evidence index and its validator with the current 52/52 local release-candidate gate so stale 51/51 release evidence wording cannot pass; strict mode remains correctly blocked on real cloud-device recordings/report.
157	no-git	157	+1	CLOUD_DEVICE_PACKAGE_METRIC 22/22; RELEASE_EVIDENCE_INDEX_METRIC 6/6; LANDING_RELEASE_CANDIDATE_METRIC 52/52; RELEASE_BLOCKING_REPORT_METRIC 8/8; STRICT_EVIDENCE 2/5 expected cloud-device blockers; SECRET_HYGIENE PASS; REAL_WORLD_READY_METRIC 22/22	keep	[labels: guard/cloud-device-package, guard/release-evidence-index, guard/release-candidate, guard/release-blocking-report, guard/secret-hygiene, evidence/cloud-device-handoff] iteration 157: make the cloud-device evidence package README a release-handoff entrypoint with release evidence index, blocking report, 52/52 default gate, strict 2/5 blocker state, and redaction reminders; tighten validate_cloud_device_package.py so stale package README handoff wording cannot pass.
